CODE,Omschrijving
15872300-4,Kruiden
15872400-5,Zout
15872500-6,Gember
15880000-0,Speciale voedingsproducten
15881000-7,Gehomogeniseerde voedingspreparaten
15882000-4,Dieetproducten
15884000-8,Babyvoeding
15890000-3,Diverse voedingsmiddelen en droge waren
15891000-0,Gebonden en heldere soepen
15891100-1,Vleessoep
15891200-2,Vissoep
15891300-3,Gemengde soep
15891400-4,Soep
15891410-7,Soepmixen
15891500-5,Bouillon
15891600-6,Geconcentreerde bouillon
15891610-9,Bouillonmixen
15891900-9,Groentesoep
15892000-7,"Plantensappen, -extracten, digestieve stoffen en bindmiddelen"
15892100-8,Plantensappen
15892200-9,Plantenextracten
15892400-1,Bindmiddelen
15893000-4,Droge waren
15893100-5,Voedingsmixen
15893200-6,Dessertmixen
15893300-7,Vleessausmixen
15894000-1,Verwerkte voedingsmiddelen
15894100-2,Veganistische pakketten
15894200-3,Bereide maaltijden
15894210-6,Schoolmaaltijden
15894220-9,Ziekenhuismaaltijden
15894300-4,Bereide gerechten
15894400-5,Snacks
15894500-6,Artikelen voor verkoopautomaten
15894600-7,Sandwichbeleg
15894700-8,Delicatessen
15895000-8,Fastfoodproducten
15895100-9,Hamburgers
15896000-5,Diepvriesproducten
15897000-2,Blikconserven en veldrantsoenen
15897100-3,Veldrantsoenen
15897200-4,Blikconserven
15897300-5,Voedselpakketten
15898000-9,Gist
15899000-6,Bakpoeder
15900000-7,"Dranken, tabak en aanverwante producten"
15910000-0,Gedistilleerde alcoholische dranken
15911000-7,Sterke dranken
15911100-8,Spiritualiën
15911200-9,Likeuren
15930000-6,Wijnen
15931000-3,Niet-gearomatiseerde wijn
15931100-4,Mousserende wijn
15931200-5,Tafelwijn
15931300-6,Port
15931400-7,Madeira
15931500-8,Druivenmost
15931600-9,Sherry
15932000-0,Wijndroesem
15940000-9,Cider en andere vruchtenwijnen
15941000-6,Cider
15942000-3,Vruchtenwijnen
15950000-2,Niet-gedistilleerde gegiste dranken
15951000-9,Vermout
15960000-5,Moutbier
15961000-2,Bier
15961100-3,Lagerbier
15962000-9,Brouwerij- of stokerijafval
15980000-1,Niet-alcoholische dranken
15981000-8,Mineraalwater
15981100-9,Niet-koolzuurhoudend mineraalwater
15981200-0,Koolzuurhoudend mineraalwater
15981300-1,Water in vaste vorm
15981310-4,IJs
15981320-7,Sneeuw
15981400-2,Mineraalwater met toegevoegde smaakstoffen
15982000-5,Frisdranken
15982100-6,Geconcentreerde vruchtensiroop zonder toevoegingen
15982200-7,Chocolademelk
15990000-4,"Tabak, tabakswaren en benodigdheden"
15991000-1,Tabakswaren
15991100-2,Sigaren
15991200-3,Cigarillos
15991300-4,Sigaretten
15992000-8,Tabak
15992100-9,Verwerkte tabak
15993000-5,Tabakshandelswaren
15994000-2,Sigarettenpapier en filterpapier
15994100-3,Sigarettenpapier
15994200-4,Filterpapier
16000000-5,Landbouwmachines
16100000-6,"Machines voor landbouw of bosbouw, voor voorbereiding of bewerking van de grond"
16110000-9,Ploegen en schijveneggen
16120000-2,"Eggen, grondbrekers, cultivators, hakploegen of schoffels"
16130000-5,"Zaai-, plant- of pootmachines"
16140000-8,Mestverspreiders
16141000-5,Kunstmeststrooiers
16150000-1,Rollers voor gazons of sportvelden
16160000-4,Diverse tuingereedschappen
16300000-8,Oogstmachines
16310000-1,Maaimachines
16311000-8,Grasmaaiers
16311100-9,"Maaimachines voor gazons, parken of sportvelden"
16320000-4,Hooimachines
16330000-7,Stro- en veevoederpersen
16331000-4,Opraappersen
16340000-0,Oogst- en dorsmachines
16400000-9,Sproeimachines voor de land- of tuinbouw
16500000-0,"Trailers en opleggers voor de landbouw, met eigen laad- of losinstallatie"
16510000-3,Landbouwtrailers met eigen laadinstallatie
16520000-6,Landbouwtrailers met eigen losinstallatie
16530000-9,Landbouwopleggers met eigen laadinstallatie
16540000-2,Landbouwopleggers met eigen losinstallatie
16600000-1,Speciale machines voor de landbouw of bosbouw
16610000-4,"Machines voor het reinigen, (op maat) sorteren van eieren, vruchten of andere landbouwproducten"
16611000-1,Machines voor het reinigen van landbouwproducten
16611100-2,Machines voor het reinigen van eieren
16611200-3,Machines voor het reinigen van vruchten
16612000-8,Machines voor het (op maat) sorteren van landbouwproducten
16612100-9,Machines voor het (op maat) sorteren van eieren
16612200-0,Machines voor het (op maat) sorteren van fruit
16613000-5,"Machines voor het reinigen, (op maat) sorteren van zaad, graan of gedroogde groenten"
16620000-7,Melkmachines
16630000-0,Machines voor het bereiden van veevoeder
16640000-3,Machines voor de bijenhouderij
16650000-6,Machines voor de pluimveehouderij
16651000-3,Broedmachines en kunstmoeders voor de pluimveehouderij
16700000-2,Tractoren
16710000-5,Motoculteurs
16720000-8,Tweedehandstractoren
16730000-1,Tractiemotoren
16800000-3,Delen van machines voor de landbouw of de bosbouw
16810000-6,Delen van landbouwmachines
16820000-9,Delen van bosbouwmachines
18000000-9,"Kleding, schoeisel, bagageartikelen en accessoires"
18100000-0,"Beroepskleding, speciale werkkleding en toebehoren"
18110000-3,Beroepskleding
18113000-4,Industriële kleding
18114000-1,Werkpakken
18130000-9,Speciale werkkleding
18132000-3,Vliegkleding
18132100-4,Vliegeniersjassen
18132200-5,Vliegenierspakken
18140000-2,Accessoires voor werkkleding
18141000-9,Werkhandschoenen
18142000-6,Veiligheidsmaskers
18143000-3,Beschermende uitrusting
18200000-1,Bovenkleding
18210000-4,Jassen
18211000-1,Capes
18212000-8,Schoudermantels
18213000-5,Windjacks
18220000-7,Weerbestendige kleding
18221000-4,Waterdichte kleding
18221100-5,Waterdichte capes
18221200-6,Anoraks
18221300-7,Regenjassen
18222000-1,Bedrijfskleding
18222100-2,Herenkostuums en mantelpakjes
18222200-3,Pakken
18223000-8,Colbertjassen en blazers
18223100-9,Blazers
18223200-0,Colbertjassen
18224000-5,Kleding van beklede of geïmpregneerde textielstof
18230000-0,Diverse bovenkleding
18231000-7,Jurken
18232000-4,Rokken
18233000-1,Shorts
18234000-8,Broeken
18235000-5,"Truien, vesten en aanverwante artikelen"
18235100-6,Truien
18235200-7,Vesten
18235300-8,Sweaters
18235400-9,Jasjes
18300000-2,Kledingstukken
18310000-5,Ondergoed
18311000-2,Onderjurken
18312000-9,Onderbroeken
18313000-6,Slipjes
18314000-3,Badjassen
18315000-0,Kousen
18316000-7,Panty's
18317000-4,Sokken
18318000-1,Nachtkleding
18318100-2,Nachthemden
18318200-3,Ochtendjassen
18318300-4,Pyjama's
18318400-5,Hemden
18318500-6,Nachtponnen
18320000-8,"Beha's, korsetten, jarretels en soortgelijke artikelen"
18321000-5,Beha's
18322000-2,Korsetten
18323000-9,Jarretels
18330000-1,T-shirts en overhemden
18331000-8,T-shirts
18332000-5,Overhemden
18333000-2,Poloshirts
18400000-3,Speciale kleding en accessoires
18410000-6,Speciale kleding
18411000-3,Babykleding
18412000-0,Sportkleding
18412100-1,Trainingspakken
18412200-2,Sporthemden
18412300-3,Skipakken
18412800-8,Zwemkleding
18420000-9,Kledingaccessoires
18421000-6,Zakdoeken
18422000-3,Sjaals
18423000-0,Stropdassen
18424000-7,Handschoenen
18424300-0,Wegwerphandschoenen
18424400-1,Wanten
18424500-2,Kaphandschoenen
18425000-4,Ceintuurs
18425100-5,Schouderriemen
18440000-5,Hoeden en hoofddeksels
18441000-2,Hoeden
18443000-6,Hoofddeksels en accessoires voor hoofddeksels
18443100-7,Hoofdbanden
18443300-9,Hoofddeksels
18443310-2,Baretten
18443320-5,Veldpetten
18443330-8,Mutsen
18443340-1,Petten
18443400-0,Kinbanden voor hoofddeksels
18443500-1,Zonnekleppen
18444000-3,Beschermende hoofddeksels
18444100-4,Veiligheidshoofddeksels
18444110-7,Helmen
18444111-4,Valhelmen
18444112-1,Fietshelmen
18444200-5,Veiligheidshelmen
18450000-8,Sluitingen (kleding)
18451000-5,Knopen
18451100-6,Delen van knopen
18452000-2,Veiligheidsspelden
18453000-9,Ritssluitingen
18500000-4,"Juwelen, horloges en aanverwante artikelen"
18510000-7,Juwelen en aanverwante artikelen
18511000-4,Edelstenen voor juwelen
18511100-5,Diamanten
18511200-6,Robijnen
18511300-7,Smaragden
18511400-8,Opalen
18511500-9,Kwartsen
18511600-0,Toermalijnen
18512000-1,Munten en medailles
18512100-2,Munten
18512200-3,Medailles
18513000-8,Sieraden
18513100-9,Parels
18513200-0,Goudsmeedwerk
18513300-1,Voorwerpen van edele metalen
18513400-2,Voorwerpen van edelstenen of halfedelstenen
18513500-3,Zilversmeedwerk
18520000-0,Persoonlijke uurwerken
18521000-7,Horloges
18521100-8,Glas voor horloges
18522000-4,Polshorloges
18523000-1,Stopwatches
18530000-3,Geschenken en beloningen
18600000-5,Bont en bontartikelen
18610000-8,Bontartikelen
18611000-5,Pelshuiden
18612000-2,Kleding van bont
18613000-9,Producten van namaakbont
18620000-1,Bont
18800000-7,Schoeisel
18810000-0,"Schoeisel, met uitzondering van sport- en veiligheidsschoeisel"
18811000-7,Waterdicht schoeisel
18812000-4,Schoeisel met rubber of plastic delen
18812100-5,Sandalen met bovendeel van rubber of plastic
18812200-6,Rubberlaarzen
18812300-7,Stadsschoenen met rubber of plastic bovenwerk
18812400-8,Teenslippers
18813000-1,Schoeisel met lederen bovenwerk
18813100-2,Sandalen
18813200-3,Slippers
18813300-4,Stadsschoenen
18814000-8,Schoeisel met textielen bovenwerk
18815000-5,Laarzen
18815100-6,Enkellaarzen
18815200-7,Kuitlaarzen
18815300-8,Knielaarzen
18815400-9,Lieslaarzen
18816000-2,Overschoenen
18820000-3,Sportschoeisel
18821000-0,Skischoeisel
18821100-1,Langlaufschoenen
18822000-7,Trainingsschoenen
18823000-4,Bergschoenen
18824000-1,Voetbalschoenen
18830000-6,Veiligheidsschoeisel
18831000-3,Schoeisel met beschermende metalen neus
18832000-0,Speciaal schoeisel
18832100-1,Vliegeniersschoenen
18840000-9,Delen van schoeisel
18841000-6,Bovendelen van schoeisel
18842000-3,Zolen
18843000-0,Hakken
18900000-8,"Bagage, zadeltuig, zakken en tassen"
18910000-1,Zadeltuig
18911000-8,Zadels
18912000-5,Rijzwepen
18913000-2,Zwepen
18920000-4,Bagage
18921000-1,Reiskoffers
18923000-5,Aktentassen en portefeuilles
18923100-6,Aktentassen
18923200-7,Portefeuilles
18924000-2,Hutkoffers
18925000-9,Veldfleshouders en holsters
18925100-0,Veldfleshouders
18925200-1,Holsters
18929000-7,Toilettassen
18930000-7,Zakken en tassen
18931000-4,Reistassen
18931100-5,Rugzakken
18932000-1,Sporttassen
18933000-8,Post- of pakketzakken
18933100-9,Postzakken
18934000-5,Plunjezakken
18935000-2,Waszakken
18936000-9,Zakken van textiel
18937000-6,Zakken voor het verpakken van goederen
18937100-7,Tassen voor het verpakken van goederen
18938000-3,Gewatteerde enveloppen
18939000-0,Handtassen
19000000-6,"Leder, textielweefsels, kunststof en rubber materialen"
19100000-7,Leder
19110000-0,Zeemleer
19120000-3,Leder van runder- en paardachtigen
19130000-6,"Leder van schapen, geiten en varkens"
19131000-3,Schapenleder of lamsleder
19132000-0,Geitenleder en glacé
19133000-7,Varkensleder
19140000-9,"Leder van andere dieren, samengesteld leder en ander leder"
19141000-6,Leder van andere dieren
19142000-3,Kunstleder
19143000-0,Imitatieleder
19144000-7,Lakleder
19160000-5,Horlogebandjes
19170000-8,Lederwaren voor gebruik in machines of bij mechanische toepassingen
19200000-8,Textielweefsels en aanverwante artikelen
19210000-1,Geweven stoffen
19211000-8,Synthetische weefsels
19211100-9,Gemengde weefsels
19212000-5,Katoenen weefsels
19212100-6,Tijk
19212200-7,Denim
19212300-8,Canvas
19212310-1,Canvasartikelen
19212400-9,Popeline
19212500-0,Singel
19212510-3,Singelbanden
19220000-4,Wollen stoffen
19230000-7,Linnen stoffen
19231000-4,Linnengoed
19240000-0,Speciale weefsels
19241000-7,Pool
19242000-4,Badstof
19243000-1,Bekledingsstoffen
19244000-8,Gordijnstoffen
19245000-5,Voeringstoffen
19250000-3,Gebreide of gehaakte stoffen
19251000-0,Gebreide stoffen
19251100-1,Poolweefsels
19252000-7,Gehaakte stoffen
19260000-6,Doek
19270000-9,Vliesstoffen
19280000-2,"Wol, huiden en vellen van dieren"
19281000-9,Wol
19282000-6,Dierlijke vellen
19283000-3,"Huiden van vogels, en veren"
19400000-0,Textielgaren en -draad
19410000-3,Natuurlijke textielvezels
19420000-6,Synthetische textielvezels
19430000-9,Textielgaren en draad van natuurlijke vezels
19431000-6,Zijdegaren
19432000-3,Wolgaren
19433000-0,Katoengaren
19434000-7,Vlasgaren
19435000-4,Naaidraad en -garen van natuurlijke vezels
19435100-5,Naaigaren
19435200-6,Breigaren
19436000-1,Garen van plantaardige textielvezels
19440000-2,Synthetisch garen of draad
19441000-9,Synthetisch garen
19442000-6,Synthetische draad
19442100-7,Synthetisch naaigaren
19442200-8,Synthetisch breigaren
19500000-1,Rubber en kunststofmaterialen
19510000-4,Producten van rubber
19511000-1,"Binnenbanden, loopvlakken en velglinten van rubber"
19511100-2,Velglinten
19511200-3,Binnenbanden
19511300-4,Loopvlakken voor banden
19512000-8,Artikelen van niet-gevulcaniseerd rubber
19513000-5,Met rubber beklede textielweefsels
19513100-6,Bandenkoordweefsel
19513200-7,Plakband van met rubber bekleed textiel
19514000-2,Geregenereerd rubber
19520000-7,Producten van plastic
19521000-4,Polystyreen producten
19521100-5,Polystyreen bekleding
19521200-6,Polystyreen platen
19522000-1,Harsen
19522100-2,Epoxyhars
19522110-5,Buizen van epoxyhars
19600000-2,"Afval van leer, textiel, rubber en kunststof"
19610000-5,Afval van leder
19620000-8,Textielafval
19630000-1,Afval van rubber
19640000-4,Afval- en vuilniszakken van polytheen
19700000-3,Synthetische rubber en vezels
19710000-6,Synthetische rubber
19720000-9,Synthetische vezels
19721000-6,Synthetisch filamentwerk
19722000-3,Garens met een hoge trekvastheid
19723000-0,Eendraads getextureerd garen
19724000-7,Synthetische monofilamenten
19730000-2,Stapelvezels
19731000-9,Kunstmatige stapelvezels
19732000-6,Polypropyleen
19733000-3,Getextureerde kunstmatige garens
22000000-0,Drukwerk en aanverwante producten
22100000-1,"Boeken, brochures en folders"
22110000-4,Gedrukte boeken
22111000-1,Schoolboeken
22112000-8,Handboeken
22113000-5,Bibliotheekboeken
22114000-2,"Woordenboeken, kaarten, partituren en andere boeken"
22114100-3,Woordenboeken
22114200-4,Atlassen
22114300-5,Kaarten
22114310-8,Kadasterkaarten
22114311-5,Blauwdrukken
22114400-6,Bladmuziek
22114500-7,Encyclopedieën
22120000-7,Publicaties
22121000-4,Technische publicaties
22130000-0,Telefoonboeken
22140000-3,Folders
22150000-6,Brochures
22160000-9,Boekjes
22200000-2,"Kranten, vaktijdschriften, periodieken en geïllustreerde tijdschriften"
22210000-5,Kranten
22211000-2,Vaktijdschriften
22211100-3,Staatsbladen
22212000-9,Periodieken
22212100-0,Seriepublicaties
22213000-6,Tijdschriften
22300000-3,"Briefkaarten, wenskaarten en ander drukwerk"
22310000-6,Briefkaarten
22312000-0,Afbeeldingen
22313000-7,Transfers
22314000-4,Ontwerpen
22315000-1,Foto's
22320000-9,Wenskaarten
22321000-6,Kerstkaarten
22400000-4,"Zegels, chequeformulieren, bankbiljetten, aandelen, reclamedrukwerk, catalogi en handboeken"
22410000-7,Zegels
22411000-4,Kerstzegels
22412000-1,Postfrisse postzegels
22413000-8,Spaarzegels
22414000-5,Postzegelhouders
22420000-0,Gezegeld papier
22430000-3,Bankbiljetten
22440000-6,Chequeformulieren
22450000-9,Onvervalsbaar drukwerk
22451000-6,Paspoorten
22452000-3,Postwissels
22453000-0,Autobelastingplaatjes
22454000-7,Rijbewijzen
22455000-4,Identiteitskaarten
22455100-5,Identiteitsarmbanden
22456000-1,Vergunningen
22457000-8,Toegangskaartjes
22458000-5,Maatdrukwerk
22459000-2,Tickets
22459100-3,Reclamestickers en -stroken
22460000-2,"Materiaal voor reclamedrukwerk, handelscatalogi en handleidingen"
22461000-9,Catalogi
22461100-0,Memohouders
22462000-6,Reclamemateriaal
22470000-5,Handleidingen
22471000-2,Computerhandleidingen
22472000-9,Instructiehandleidingen
22473000-6,Technische handleidingen
22500000-5,Drukplaten of -cilinders of andere drukmiddelen
22510000-8,Offsetplaten
22520000-1,Droogetsmateriaal
22521000-8,Reliëfdrukmateriaal
22600000-6,Inkt
22610000-9,Drukinkt
22611000-6,Diepdrukinkt
22612000-3,Oost-Indische inkt
22800000-8,"Registers, handelsboeken, ordners, formulieren en overige gedrukte kantoorartikelen, van papier of van karton"
22810000-1,Registers van papier of karton
22813000-2,Handelsboeken
22814000-9,Reçublokken
22815000-6,Notitieboekjes
22816000-3,Schrijfblokken
22816100-4,Notitieblokken
22816200-5,Stenoblokken
22816300-6,Post-itblokken
22817000-0,Agenda's of personal organisers
22819000-4,Adresboekjes
22820000-4,Formulieren
22821000-1,Stembiljetten
22822000-8,Commerciële formulieren
22822100-9,Commerciële kettingformulieren
22822200-0,Losse commerciële formulieren
22830000-7,Schriften
22831000-4,Navullingen voor schoolnotitieblokken
22832000-1,Kladpapier
22840000-0,Monsterboeken
22841000-7,Verzamelalbums
22841100-8,Zegelboekjes
22841200-9,Postzegelmappen
22850000-3,Ordners en toebehoren
22851000-0,Ordners
22852000-7,Mappen
22852100-8,Dossiermappen
22853000-4,Archiefmappen
22900000-9,Divers drukwerk
22990000-6,"Courantenpapier, handgeschept papier en ander papier en karton, niet gestreken, van de soort gebruikt voor grafische doeleinden"
22991000-3,Krantenpapier
22992000-0,Handgeschept papier of karton
22993000-7,"Lichtgevoelig, warmtegevoelig of thermografisch papier en karton"
22993100-8,Lichtgevoelig papier of karton
22993200-9,Warmtegevoelig papier en karton
22993300-0,Thermografisch papier en karton
22993400-1,Gegolfd papier of golfkarton
24000000-4,Chemische producten
24100000-5,Gassen
24110000-8,Industriële gassen
24111000-5,"Waterstof, argon, edelgassen, stikstof en zuurstof"
24111100-6,Argon
24111200-7,Edelgassen
24111300-8,Helium
24111400-9,Neon
24111500-0,Medische gassen
24111600-1,Waterstof
24111700-2,Stikstof
24111800-3,Vloeibare stikstof
24111900-4,Zuurstof
24112000-2,Anorganische zuurstofverbindingen
24112100-3,Kooldioxide
24112200-4,Stikstofoxide
24112300-5,Gasvormige anorganische zuurstofverbindingen
24113000-9,Vloeibare lucht en perslucht
24113100-0,Vloeibare lucht
24113200-1,Perslucht
24200000-6,Kleurstoffen en pigmenten
24210000-9,"Oxiden, peroxiden en hydroxiden"
24211000-6,"Zinkoxide en peroxide, titaniumoxide, verfstoffen en pigmenten"
24211100-7,Zinkoxide
24211200-8,Zinkperoxide
24211300-9,Titaniumoxide
24212000-3,"Chroom-, mangaan-, magnesium-, lood- en koperoxiden en -hydroxiden"
24212100-4,Chroomoxide
24212200-5,Mangaanoxide
24212300-6,Loodoxide
24212400-7,Koperoxide
24212500-8,Magnesiumoxide
24212600-9,Hydroxiden voor verf en pigmenten
24212610-2,Chroomhydroxide
24212620-5,Mangaanhydroxide
24212630-8,Loodhydroxide
24212640-1,Koperhydroxide
24212650-4,Magnesiumhydroxide
24213000-0,Zuivere gebluste kalk
24220000-2,"Looi-, verfextracten, looistoffen en kleurstoffen"
24221000-9,Verfextracten
24222000-6,Looi-extracten
24223000-3,Looistoffen
24224000-0,Kleurstoffen
24225000-7,Looipreparaten
24300000-7,Anorganische en organische basischemicaliën
24310000-0,Anorganische chemische basisproducten
24311000-7,"Chemische elementen, anorganische zuren en verbindingen"
24311100-8,Metalloïden
24311110-1,Fosfiden
24311120-4,Carbiden
24311130-7,Hydriden
24311140-0,Nitriden
24311150-3,Aziden
24311160-6,Siliciden
24311170-9,Boriden
24311180-2,Geraffineerde zwavel
24311200-9,Halogeen
24311300-0,Alkalimetalen
24311310-3,Kwik
24311400-1,"Waterstofchloride, anorganische zuren, silicium- en zwaveldioxide"
24311410-4,Anorganische zuren
24311411-1,Zwavelzuur
24311420-7,Fosforzuur
24311430-0,Polyfosforzuur
24311440-3,Waterstofhexafluorosilicaat
24311450-6,Zwaveldioxide
24311460-9,Siliciumdioxide
24311470-2,Waterstofchloride
24311500-2,Hydroxiden als anorganische basische chemicaliën
24311510-5,Metaaloxiden
24311511-2,IJzerzouten en ijzeroxiden
24311520-8,Natriumhydroxide
24311521-5,Bijtende soda
24311522-2,Vloeibare soda
24311600-3,Zwavelverbindingen
24311700-4,Zwavel
24311800-5,Koolstof
24311900-6,Chloor
24312000-4,"Verbindingen van metalen met halogenen; hypochlorieten, chloraten en perchloraten"
24312100-5,Verbindingen van metalen met halogenen
24312110-8,Natriumhexafluorsilicaat
24312120-1,Chloriden
24312121-8,Aluminiumchloride
24312122-5,Ferrichloride
24312123-2,Polyaluminiumchloride
24312130-4,Aluminiumchloorhydraat
24312200-6,Hypochlorieten en chloraten
24312210-9,Natriumchloride
24312220-2,Natriumhypochloride
24313000-1,"Sulfiden, sulfaten; nitraten, fosfaten en carbonaten"
24313100-2,"Sulfiden, sulfieten en sulfaten"
